taxonomy	host	function	symbiont_phylum	symbiont_order	symbiont_genus	host_order	host_family	description	evidence	genome_id	journal	evidence_level
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Citrobacter; s__*	Lepidiota mansueta	cellulose hydrolysis	Pseudomonadota	Enterobacterales	Citrobacter	Coleoptera	Scarabaeidae	Citrobacter is involved in degrading lignocellulose in Lepidiota mansueta.	10.1016/j.cois.2020.06.004		CURRENT OPINION IN INSECT SCIENCE	3
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Enterobacter; s__Enterobacter asburiae	Plodia interpunctella	plastic degration	Pseudomonadota	Enterobacterales	Enterobacter	Lepidoptera	Pyralidae	Enterobacter asburiae YT1 caused damaged polyethylene (PE) films in Plodia interpunctella.	10.1016/j.cois.2020.06.004		CURRENT OPINION IN INSECT SCIENCE	3
d__Bacteria; p__Bacillota; c__*; o__Lactobacillales; f__*; g__Enterococcus; s__Enterococcus mundtii	Spodoptera littoralis	antimicrobial activity	Bacillota	Lactobacillales	Enterococcus	Lepidoptera	Noctuidae	Enterococcus mundtii is involved in producing an antimicrobial peptide in Spodoptera littoralis.	10.1016/j.cois.2020.06.004		CURRENT OPINION IN INSECT SCIENCE	3
d__Bacteria; p__Bacillota; c__*; o__Bacillales; f__*; g__Exiguobacterium; s__*	Tenebrio molitor	plastic degration	Bacillota	Bacillales	Exiguobacterium	Coleoptera	Tenebrionidae	Exiguobacterium sp. YT2 is involved in degrading plastics in Tenebrio molitor.	10.1016/j.cois.2020.06.004		CURRENT OPINION IN INSECT SCIENCE	3
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Klebsiella; s__Klebsiella pneumoniae	Tenebrio molitor	plastic degration	Pseudomonadota	Enterobacterales	Klebsiella	Coleoptera	Tenebrionidae	Klebsiella pneumoniae ZM1 is involved in degrading plastics in Tenebrio molitor.	10.1016/j.cois.2020.06.004		CURRENT OPINION IN INSECT SCIENCE	3
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Klebsiella; s__Klebsiella pneumoniae	Zophobas morio	plastic degration	Pseudomonadota	Enterobacterales	Klebsiella	Coleoptera	Tenebrionidae	Klebsiella pneumoniae ZM1 is involved in degrading plastics in Zophobas morio.	10.1016/j.cois.2020.06.004		CURRENT OPINION IN INSECT SCIENCE	3
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Kosakonia; s__*	Tenebrio molitor	plastic degration	Pseudomonadota	Enterobacterales	Kosakonia	Coleoptera	Tenebrionidae	Kosakonia is involved in degrading plastics in Tenebrio molitor.	10.1016/j.cois.2020.06.004		CURRENT OPINION IN INSECT SCIENCE	3
d__Bacteria; p__Actinomycetota; c__*; o__Mycobacteriales; f__*; g__Mycobacterium; s__*	Nicrophorus concolor	antimicrobial activity	Actinomycetota	Mycobacteriales	Mycobacterium	Coleoptera	Silphidae	Mycobacterium produces antimicrobial compounds in Nicrophorus concolor.	10.1016/j.cois.2020.06.004		CURRENT OPINION IN INSECT SCIENCE	3
d__Bacteria; p__Actinomycetota; c__*; o__Mycobacteriales; f__*; g__Rhodococcus; s__Rhodococcus ruber	Tenebrio molitor	plastic degration	Actinomycetota	Mycobacteriales	Rhodococcus	Coleoptera	Tenebrionidae	Rhodococcus ruber is involved in degrading plastics in Tenebrio molitor.	10.1016/j.cois.2020.06.004		CURRENT OPINION IN INSECT SCIENCE	3
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Serratia; s__Serratia marcescens	Nicrophorus vespilloides	antimicrobial activity	Pseudomonadota	Enterobacterales	Serratia	Coleoptera	Silphidae	Serratia marcescens produces an antibacterial cyclic lipopeptide called serrawettin W2 in Nicrophorus vespilloides.	10.1016/j.cois.2020.06.004		CURRENT OPINION IN INSECT SCIENCE	3
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Buchnera; s__Buchnera aphidicola	Aphis gossypii	pesticide metabolization	Pseudomonadota	Enterobacterales	Buchnera	Hemiptera	Aphididae	Increased density of endosymbiotic Buchnera is related to pesticide resistance in the yellow morph of Aphis gossypii (melon aphid).	10.1007/s10340-020-01248-0		JOURNAL OF PEST SCIENCE	3
d__Bacteria; p__Pseudomonadota; c__*; o__Rickettsiales; f__*; g__Rickettsia; s__*	Chrysoperla carnea	fertility	Pseudomonadota	Rickettsiales	Rickettsia	Neuroptera	Chrysopidae	Co-infections with Rickettsia and Sodalis caused an even higher decrease of reproductive success than single Sodalis infections in Chrysoperla carnea.	10.3390/insects11120867		Insects	2
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Sodalis; s__*	Chrysoperla carnea	fertility	Pseudomonadota	Enterobacterales	Sodalis	Neuroptera	Chrysopidae	Sodalis is involved in reducing reproductive output in Chrysoperla carnea in comparison to uninfected lacewings.	10.3390/insects11120867		Insects	2
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Citrobacter; s__Citrobacter freundii	Bactrocera dorsalis	growth regulation	Pseudomonadota	Enterobacterales	Citrobacter	Diptera	Tephritidae	Citrobacter freundii strain BD1 promotes the growth of larvae in Bactrocera dorsalis.	10.1186/s12866-020-02015-y		BMC Microbiology	2
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Enterobacter; s__Enterobacter mori	Bactrocera dorsalis	growth regulation	Pseudomonadota	Enterobacterales	Enterobacter	Diptera	Tephritidae	Enterobacter mori strain BD2 promotes the growth of larvae in Bactrocera dorsalis.	10.1186/s12866-020-02015-y		BMC Microbiology	2
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Enterobacter; s__Enterobacter cloacae	Bactrocera dorsalis	growth regulation	Pseudomonadota	Enterobacterales	Enterobacter	Diptera	Tephritidae	Enterobacter cloacae strain BD3 promotes the growth of larvae in Bactrocera dorsalis.	10.1186/s12866-020-02015-y		BMC Microbiology	2
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Enterobacter; s__Enterobacter asburiae	Bactrocera dorsalis	growth regulation	Pseudomonadota	Enterobacterales	Enterobacter	Diptera	Tephritidae	Enterobacter asburiae strain BD12 promotes the growth of larvae in Bactrocera dorsalis.	10.1186/s12866-020-02015-y		BMC Microbiology	2
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Klebsiella; s__Klebsiella oxytoca	Bactrocera dorsalis	growth regulation	Pseudomonadota	Enterobacterales	Klebsiella	Diptera	Tephritidae	Klebsiella oxytoca strain BD4 promotes the growth of larvae in Bactrocera dorsalis.	10.1186/s12866-020-02015-y		BMC Microbiology	2
d__Bacteria; p__Bacillota; c__*; o__Lactobacillales; f__*; g__Lactococcus; s__Lactococcus lactis	Bactrocera dorsalis	growth regulation	Bacillota	Lactobacillales	Lactococcus	Diptera	Tephritidae	Lactococcus lactis strain BD5 promotes the growth of larvae in Bactrocera dorsalis.	10.1186/s12866-020-02015-y		BMC Microbiology	2
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Providencia; s__Providencia alcalifaciens	Bactrocera dorsalis	growth regulation	Pseudomonadota	Enterobacterales	Providencia	Diptera	Tephritidae	Providencia alcalifaciens strain BD1None promotes the growth of larvae in Bactrocera dorsalis.	10.1186/s12866-020-02015-y		BMC Microbiology	2
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Providencia; s__Providencia rettgeri	Bactrocera dorsalis	growth regulation	Pseudomonadota	Enterobacterales	Providencia	Diptera	Tephritidae	Providencia rettgeri strain BD11 promotes the growth of larvae in Bactrocera dorsalis.	10.1186/s12866-020-02015-y		BMC Microbiology	2
d__Fungi; p__Zoopagomycota; c__*; o__Harpellales; f__*; g__Zancudomyces; s__Zancudomyces culisetae	Aedes aegypti	other	Zoopagomycota	Harpellales	Zancudomyces	Diptera	Culicidae	Zancudomyces culisetae reduces microbial community variation across individuals and differentially impacts the outcomes of transstadial transmission for certain bacterial genera.	10.1128/AEM.02334-19		APPLIED AND ENVIRONMENTAL MICROBIOLOGY	2
d__Bacteria; p__Pseudomonadota; c__*; o__*; f__*; g__Candidatus Nasuia; s__*	Nephotettix cincticeps	fertility	Pseudomonadota		Candidatus Nasuia	Hemiptera	Cicadellidae	Candidatus Nasuia deltocephalinicola can carry Vitellogenin (Vgs) into oocytes, thereby impairing insect egg development.	10.1128/mbio.01142-20		MBIO	3
d__Bacteria; p__Pseudomonadota; c__*; o__Burkholderiales; f__*; g__Burkholderia; s__Burkholderia gladioli	Lagria villosa	antimicrobial activity	Pseudomonadota	Burkholderiales	Burkholderia	Coleoptera	Tenebrionidae	Burkholderia gladioli harbors a cryptic gene cluster that codes for the biosynthesis of gladiofungin, a novel antifungal polyketide with a glutarimide pharmacophore, representing a previously-overlooked component of the beetle symbiont's antimicrobial armory.	10.1002/anie.202005711		ANGEWANDTE CHEMIE-INTERNATIONAL EDITION	2
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Arsenophonus; s__Arsenophonus melophagi	Melophagus ovinus	digestive enzymes	Pseudomonadota	Enterobacterales	Arsenophonus	Diptera	Glossinidae	Arsenophonus melophagi participates in the blood-digestion process of the host louse fly.	10.1093/gbe/evaa032		Genome Biology and Evolution	2
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Arsenophonus; s__*	Bemisia tabaci	amino acid provision	Pseudomonadota	Enterobacterales	Arsenophonus	Hemiptera	Aleyrodidae	Arsenophonus drives sex ratio in the whitefly by facilitating fertilization and provisioning of B vitamins.	10.1038/s41396-020-0717-1		ISME JOURNAL	3
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Arsenophonus; s__*	Bemisia tabaci	B vitamin supplementation	Pseudomonadota	Enterobacterales	Arsenophonus	Hemiptera	Aleyrodidae	Arsenophonus drives sex ratio in the whitefly by facilitating fertilization and provisioning of B vitamins.	10.1038/s41396-020-0717-1		ISME JOURNAL	3
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Arsenophonus; s__*	Bemisia tabaci	reproductive manipulation	Pseudomonadota	Enterobacterales	Arsenophonus	Hemiptera	Aleyrodidae	Arsenophonus drives sex ratio in the whitefly by facilitating fertilization and provisioning of B vitamins.	10.1038/s41396-020-0717-1		ISME JOURNAL	3
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Arsenophonus; s__*	Trialeurodes vaporariorum	amino acid provision	Pseudomonadota	Enterobacterales	Arsenophonus	Hemiptera	Aleyrodidae	Arsenophonus drives sex ratio in the whitefly by facilitating fertilization and provisioning of B vitamins.	10.1038/s41396-020-0717-1		ISME JOURNAL	3
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Arsenophonus; s__*	Trialeurodes vaporariorum	B vitamin supplementation	Pseudomonadota	Enterobacterales	Arsenophonus	Hemiptera	Aleyrodidae	Arsenophonus drives sex ratio in the whitefly by facilitating fertilization and provisioning of B vitamins.	10.1038/s41396-020-0717-1		ISME JOURNAL	3
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Arsenophonus; s__*	Trialeurodes vaporariorum	reproductive manipulation	Pseudomonadota	Enterobacterales	Arsenophonus	Hemiptera	Aleyrodidae	Arsenophonus drives sex ratio in the whitefly by facilitating fertilization and provisioning of B vitamins.	10.1038/s41396-020-0717-1		ISME JOURNAL	3
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Candidatus Hamiltonella; s__*	Bemisia tabaci	amino acid provision	Pseudomonadota	Enterobacterales	Candidatus Hamiltonella	Hemiptera	Aleyrodidae	Hamiltonella drives sex ratio in the whitefly by facilitating fertilization and provisioning of B vitamins.	10.1038/s41396-020-0717-0		ISME JOURNAL	3
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Candidatus Hamiltonella; s__*	Bemisia tabaci	B vitamin supplementation	Pseudomonadota	Enterobacterales	Candidatus Hamiltonella	Hemiptera	Aleyrodidae	Hamiltonella drives sex ratio in the whitefly by facilitating fertilization and provisioning of B vitamins.	10.1038/s41396-020-0717-0		ISME JOURNAL	3
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Candidatus Hamiltonella; s__*	Bemisia tabaci	reproductive manipulation	Pseudomonadota	Enterobacterales	Candidatus Hamiltonella	Hemiptera	Aleyrodidae	Hamiltonella drives sex ratio in the whitefly by facilitating fertilization and provisioning of B vitamins.	10.1038/s41396-020-0717-0		ISME JOURNAL	3
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Candidatus Hamiltonella; s__*	Trialeurodes vaporariorum	amino acid provision	Pseudomonadota	Enterobacterales	Candidatus Hamiltonella	Hemiptera	Aleyrodidae	Hamiltonella drives sex ratio in the whitefly by facilitating fertilization and provisioning of B vitamins.	10.1038/s41396-020-0717-0		ISME JOURNAL	3
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Candidatus Hamiltonella; s__*	Trialeurodes vaporariorum	B vitamin supplementation	Pseudomonadota	Enterobacterales	Candidatus Hamiltonella	Hemiptera	Aleyrodidae	Hamiltonella drives sex ratio in the whitefly by facilitating fertilization and provisioning of B vitamins.	10.1038/s41396-020-0717-0		ISME JOURNAL	3
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Candidatus Hamiltonella; s__*	Trialeurodes vaporariorum	reproductive manipulation	Pseudomonadota	Enterobacterales	Candidatus Hamiltonella	Hemiptera	Aleyrodidae	Hamiltonella drives sex ratio in the whitefly by facilitating fertilization and provisioning of B vitamins.	10.1038/s41396-020-0717-0		ISME JOURNAL	3
d__Bacteria; p__Pseudomonadota; c__*; o__Oceanospirillales; f__*; g__Portiera; s__*	Bemisia tabaci	amino acid provision	Pseudomonadota	Oceanospirillales	Portiera	Hemiptera	Aleyrodidae	Portiera drives sex ratio in the whitefly by facilitating fertilization and provisioning of B vitamins.	10.1038/s41396-020-0717-0		ISME JOURNAL	3
d__Bacteria; p__Pseudomonadota; c__*; o__Oceanospirillales; f__*; g__Portiera; s__*	Bemisia tabaci	B vitamin supplementation	Pseudomonadota	Oceanospirillales	Portiera	Hemiptera	Aleyrodidae	Portiera drives sex ratio in the whitefly by facilitating fertilization and provisioning of B vitamins.	10.1038/s41396-020-0717-0		ISME JOURNAL	3
d__Bacteria; p__Pseudomonadota; c__*; o__Oceanospirillales; f__*; g__Portiera; s__*	Bemisia tabaci	reproductive manipulation	Pseudomonadota	Oceanospirillales	Portiera	Hemiptera	Aleyrodidae	Portiera drives sex ratio in the whitefly by facilitating fertilization and provisioning of B vitamins.	10.1038/s41396-020-0717-0		ISME JOURNAL	3
d__Bacteria; p__Pseudomonadota; c__*; o__Oceanospirillales; f__*; g__Portiera; s__*	Trialeurodes vaporariorum	amino acid provision	Pseudomonadota	Oceanospirillales	Portiera	Hemiptera	Aleyrodidae	Portiera drives sex ratio in the whitefly by facilitating fertilization and provisioning of B vitamins.	10.1038/s41396-020-0717-0		ISME JOURNAL	3
d__Bacteria; p__Pseudomonadota; c__*; o__Oceanospirillales; f__*; g__Portiera; s__*	Trialeurodes vaporariorum	B vitamin supplementation	Pseudomonadota	Oceanospirillales	Portiera	Hemiptera	Aleyrodidae	Portiera drives sex ratio in the whitefly by facilitating fertilization and provisioning of B vitamins.	10.1038/s41396-020-0717-0		ISME JOURNAL	3
d__Bacteria; p__Pseudomonadota; c__*; o__Oceanospirillales; f__*; g__Portiera; s__*	Trialeurodes vaporariorum	reproductive manipulation	Pseudomonadota	Oceanospirillales	Portiera	Hemiptera	Aleyrodidae	Portiera drives sex ratio in the whitefly by facilitating fertilization and provisioning of B vitamins.	10.1038/s41396-020-0717-0		ISME JOURNAL	3
d__Bacteria; p__Bacillota; c__*; o__Bacillales; f__*; g__Bacillus; s__*	Tineola bisselliella	protein degradation	Bacillota	Bacillales	Bacillus	Lepidoptera	Tineidae	Bacillus sp. FDAARGOS_235 exhibits keratin-degrading enzyme activity, enabling the host larvae to feed on keratin.	10.3390/microorganisms8091415		Microorganisms	2
d__Bacteria; p__Bacillota; c__*; o__Bacillales; f__*; g__Bacillus; s__*	Tineola bisselliella	protein degradation	Bacillota	Bacillales	Bacillus	Lepidoptera	Tineidae	Bacillus sp. FDAARGOS_235 produces a cocktail of keratin-degrading enzymes.	10.3390/microorganisms8091415		Microorganisms	2
d__Bacteria; p__Bacteroidota; c__*; o__Bacteroidales; f__*; g__Bacteroides; s__*	Oryzaephilus surinamensis	stress resistance	Bacteroidota	Bacteroidales	Bacteroides	Coleoptera	Silvanidae	Bacteroides supplements precursors for cuticle synthesis, thereby enhancing the host's desiccation resistance.	10.3390/insects11100717		Insects	2
d__Bacteria; p__Pseudomonadota; c__*; o__Rickettsiales; f__*; g__Rickettsia; s__*	Bemisia tabaci	pesticide metabolization	Pseudomonadota	Rickettsiales	Rickettsia	Hemiptera	Aleyrodidae	Rickettsia infection rate shows a significant negative correlation with the whitefly's drug resistance to imidacloprid and thiamethoxam.	10.1007/s12600-020-00812-9		PHYTOPARASITICA	2
d__Bacteria; p__Pseudomonadota; c__*; o__Oceanospirillales; f__*; g__Candidatus Portiera; s__*	Bemisia tabaci	amino acid provision	Pseudomonadota	Oceanospirillales	Candidatus Portiera	Hemiptera	Aleyrodidae	Portiera aleyrodidarum synthesizes essential amino acids (e.g., tryptophan, leucine, and L-Isoleucine), providing vital nutritional support for Bemisia tabaci growth, development, and reproduction.	10.3390/insects11080498		Insects	2
d__Fungi; p__Ascomycota; c__*; o__Pichiales; f__*; g__Kuraishia; s__Kuraishia capsulata	Bactrocera oleae	semiochemical biosynthesis	Ascomycota	Pichiales	Kuraishia	Diptera	Tephritidae	Kuraishia capsulata produces Isoamyl alcohol to attract Bactrocera oleae for mating.	10.1093/jee/toz341		Journal of Economic Entomology	2
d__Fungi; p__Ascomycota; c__*; o__Saccharomycetales; f__*; g__Lachancea; s__Lachancea thermotolerans	Bactrocera oleae	semiochemical biosynthesis	Ascomycota	Saccharomycetales	Lachancea	Diptera	Tephritidae	Lachancea thermotolerans produces Isoamyl alcohol to attract Bactrocera oleae for mating.	10.1093/jee/toz341		Journal of Economic Entomology	2
d__Fungi; p__Ascomycota; c__*; o__Alaninales; f__*; g__Peterozyma; s__Peterozyma xylosa	Bactrocera oleae	semiochemical biosynthesis	Ascomycota	Alaninales	Peterozyma	Diptera	Tephritidae	Peterozyma xylosa produces Isoamyl alcohol to attract Bactrocera oleae for mating.	10.1093/jee/toz341		Journal of Economic Entomology	2
d__Fungi; p__Ascomycota; c__*; o__Serinales; f__*; g__Scheffersomyces; s__Scheffersomyces ergatensis	Bactrocera oleae	semiochemical biosynthesis	Ascomycota	Serinales	Scheffersomyces	Diptera	Tephritidae	Scheffersomyces ergatensis produces Isoamyl alcohol to attract Bactrocera oleae for mating.	10.1093/jee/toz341		Journal of Economic Entomology	2
d__Fungi; p__Ascomycota; c__*; o__Saccharomycetales; f__*; g__Wickerhamomyces; s__Wickerhamomyces subpelliculosus	Bactrocera oleae	semiochemical biosynthesis	Ascomycota	Saccharomycetales	Wickerhamomyces	Diptera	Tephritidae	Wickerhamomyces subpelliculosus produces Isoamyl alcohol to attract Bactrocera oleae for mating.	10.1093/jee/toz341		Journal of Economic Entomology	2
d__Bacteria; p__Pseudomonadota; c__*; o__Rickettsiales; f__*; g__Wolbachia; s__*	Rhagoletis cerasi	cytoplasmic incompatibility	Pseudomonadota	Rickettsiales	Wolbachia	Diptera	Tephritidae	Wolbachia causes cytoplasmic incompatibility in the host.	10.1093/gbe/evaa050		GENOME BIOLOGY AND EVOLUTION	2
d__Bacteria; p__Pseudomonadota; c__*; o__Rickettsiales; f__*; g__Wolbachia; s__Wolbachia pipientis	Drosophila simulans	cytoplasmic incompatibility	Pseudomonadota	Rickettsiales	Wolbachia	Diptera	Drosophilidae	Wolbachia pipientis causes cytoplasmic incompatibility in the host.	10.1093/gbe/evaa051	GISB0313	Genome Biology and Evolution	4
d__Bacteria; p__Bacillota; c__*; o__Bacillales; f__*; g__Bacillus; s__Bacillus subtilis	Zeuzera pyrina	cellulose hydrolysis	Bacillota	Bacillales	Bacillus	Lepidoptera	Cossidae	Bacillus subtilis Bc1 possesses alkalophilic cellulase that hydrolyzes cellulose, avicel, and carboxymethyl cellulose (CMC), yielding cellobiose as the final product.	10.1007/s00284-020-01938-z		CURRENT MICROBIOLOGY	2
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Candidatus Parastrichiiphilus; s__*	Parastrachia japonensis	amino acid provision	Pseudomonadota	Enterobacterales	Candidatus Parastrichiiphilus	Hemiptera	Parastrachiidae	Candidatus Benitsuchiphilus tojoi is implicated as a nutritional mutualist, supplementing essential nutrients like amino acids, vitamins, and cofactors to the host; its plasmid-encoded genes suggest potential additional functions for protecting the host against oxidative stress and DNA damage.	10.3389/fmicb.2020.00840		Frontiers in Microbiology	2
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Candidatus Parastrichiiphilus; s__*	Parastrachia japonensis	vitamin supplementation	Pseudomonadota	Enterobacterales	Candidatus Parastrichiiphilus	Hemiptera	Parastrachiidae	Candidatus Benitsuchiphilus tojoi is implicated as a nutritional mutualist, supplementing essential nutrients like amino acids, vitamins, and cofactors to the host; its plasmid-encoded genes suggest potential additional functions for protecting the host against oxidative stress and DNA damage.	10.3389/fmicb.2020.00840		Frontiers in Microbiology	2
d__Bacteria; p__Pseudomonadota; c__*; o__Moraxellales; f__*; g__Acinetobacter; s__*	Galleria mellonella	plastic degration	Pseudomonadota	Moraxellales	Acinetobacter	Lepidoptera	Pyralidae	Acinetobacter plays a key role in the polyethylene biodegradation process within Galleria mellonella.	10.1098/rspb.2020.0112		PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES	3
d__Fungi; p__Zoopagomycota; c__*; o__Harpellales; f__*; g__Zancudomyces; s__Zancudomyces culisetae	Aedes aegypti	other	Zoopagomycota	Harpellales	Zancudomyces	Diptera	Culicidae	Zancudomyces culisetae exposure significantly decreases the overall microbial community diversity, alters the microbiome composition and structure, and decreases within-group variation in male Aedes aegypti mosquitoes.	10.1038/s41598-020-69828-9		SCIENTIFIC REPORTS	2
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Erwinia; s__*	Bactrocera oleae	detoxification enzymes	Pseudomonadota	Enterobacterales	Erwinia	Diptera	Tephritidae	Candidatus Erwinia dacicola is essential for successful larval development within unripe olive fruits.	10.1002/ps.5875		PEST MANAGEMENT SCIENCE	3
d__Bacteria; p__Actinomycetota; c__*; o__Pseudonocardiales; f__*; g__Pseudonocardia; s__*	Mycocepurus smithii	chemical biosynthesis	Actinomycetota	Pseudonocardiales	Pseudonocardia	Hymenoptera	Formicidae	Pseudonocardia produces secondary metabolites with antibiotic activity that protects the host ant's fungus garden against pathogens.	10.1038/s41598-020-66772-6		SCIENTIFIC REPORTS	2
d__Bacteria; p__Actinomycetota; c__*; o__Pseudonocardiales; f__*; g__Pseudonocardia; s__*	Mycocepurus smithii	antimicrobial activity	Actinomycetota	Pseudonocardiales	Pseudonocardia	Hymenoptera	Formicidae	Pseudonocardia produces secondary metabolites with antibiotic activity that protects the host ant's fungus garden against pathogens.	10.1038/s41598-020-66772-6		SCIENTIFIC REPORTS	2
d__Bacteria; p__Actinomycetota; c__*; o__Pseudonocardiales; f__*; g__Pseudonocardia; s__*	Mycetarotes parallelus	chemical biosynthesis	Actinomycetota	Pseudonocardiales	Pseudonocardia	Hymenoptera	Formicidae	Pseudonocardia produces secondary metabolites with antibiotic activity that protects the host ant's fungus garden against pathogens.	10.1038/s41598-020-66772-6		SCIENTIFIC REPORTS	2
d__Bacteria; p__Actinomycetota; c__*; o__Pseudonocardiales; f__*; g__Pseudonocardia; s__*	Mycetarotes parallelus	antimicrobial activity	Actinomycetota	Pseudonocardiales	Pseudonocardia	Hymenoptera	Formicidae	Pseudonocardia produces secondary metabolites with antibiotic activity that protects the host ant's fungus garden against pathogens.	10.1038/s41598-020-66772-6		SCIENTIFIC REPORTS	2
d__Bacteria; p__Actinomycetota; c__*; o__Pseudonocardiales; f__*; g__Pseudonocardia; s__*	Mycetophylax morschi	chemical biosynthesis	Actinomycetota	Pseudonocardiales	Pseudonocardia	Hymenoptera	Formicidae	Pseudonocardia produces secondary metabolites with antibiotic activity that protects the host ant's fungus garden against pathogens.	10.1038/s41598-020-66772-6		SCIENTIFIC REPORTS	2
d__Bacteria; p__Actinomycetota; c__*; o__Pseudonocardiales; f__*; g__Pseudonocardia; s__*	Mycetophylax morschi	antimicrobial activity	Actinomycetota	Pseudonocardiales	Pseudonocardia	Hymenoptera	Formicidae	Pseudonocardia produces secondary metabolites with antibiotic activity that protects the host ant's fungus garden against pathogens.	10.1038/s41598-020-66772-6		SCIENTIFIC REPORTS	2
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Citrobacter; s__Citrobacter freundii	Delia antiqua	pathogen resistance	Pseudomonadota	Enterobacterales	Citrobacter	Diptera	Anthomyiidae	Citrobacter freundii (one of six symbiotic bacteria) protects Delia antiqua larvae from Beauveria bassiana infection through the production of organic acids.	10.1128/mSystems.00778-20		MSYSTEMS	2
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Citrobacter; s__Citrobacter freundii	Delia antiqua	chemical biosynthesis	Pseudomonadota	Enterobacterales	Citrobacter	Diptera	Anthomyiidae	Citrobacter freundii (one of six symbiotic bacteria) protects Delia antiqua larvae from Beauveria bassiana infection through the production of organic acids.	10.1128/mSystems.00778-20		MSYSTEMS	2
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Enterobacter; s__Enterobacter ludwigii	Delia antiqua	pathogen resistance	Pseudomonadota	Enterobacterales	Enterobacter	Diptera	Anthomyiidae	Enterobacter ludwigii (one of six symbiotic bacteria) protects Delia antiqua larvae from Beauveria bassiana infection through the production of organic acids.	10.1128/mSystems.00778-20		MSYSTEMS	2
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Enterobacter; s__Enterobacter ludwigii	Delia antiqua	chemical biosynthesis	Pseudomonadota	Enterobacterales	Enterobacter	Diptera	Anthomyiidae	Enterobacter ludwigii (one of six symbiotic bacteria) protects Delia antiqua larvae from Beauveria bassiana infection through the production of organic acids.	10.1128/mSystems.00778-20		MSYSTEMS	2
d__Bacteria; p__Pseudomonadota; c__*; o__Pseudomonadales; f__*; g__Pseudomonas; s__Pseudomonas protegens	Delia antiqua	pathogen resistance	Pseudomonadota	Pseudomonadales	Pseudomonas	Diptera	Anthomyiidae	Pseudomonas protegens (one of six symbiotic bacteria) protects Delia antiqua larvae from Beauveria bassiana infection through the production of organic acids.	10.1128/mSystems.00778-20		MSYSTEMS	2
d__Bacteria; p__Pseudomonadota; c__*; o__Pseudomonadales; f__*; g__Pseudomonas; s__Pseudomonas protegens	Delia antiqua	chemical biosynthesis	Pseudomonadota	Pseudomonadales	Pseudomonas	Diptera	Anthomyiidae	Pseudomonas protegens (one of six symbiotic bacteria) protects Delia antiqua larvae from Beauveria bassiana infection through the production of organic acids.	10.1128/mSystems.00778-20		MSYSTEMS	2
