ID	Record Type	Order	Family	Subfamily	Insect Species	Symbiont Phylum	Symbiont Order	Symbiont Genus	Symbiont Rank	Symbiont Taxon	Symbiont Name	Classification	Localization	Transmission mode	Function	Function Tag	Related Data	Genome ID	Reference	doi	Journal	Year	Note	Country	Collect Location
RISB1339	Symbiont	Lepidoptera	Pyralidae	Galleriinae	Manduca sexta	Pseudomonadota	Enterobacterales	Escherichia	Genus	Escherichia	Escherichia coli	Bacteria	None	Vertical	Escherichia coli modulates immunity-related gene expression in the infected F0 larvae and their offspring, triggering immune responses associated with shifts in both DNA methylation and histone acetylation.	immune priming	None	None	Epigenetic Mechanisms Are Involved in Sex-Specific Trans-Generational Immune Priming in the Lepidopteran Model Host Manduca sexta.	10.3389/fphys.2019.00137	Frontiers in Physiology	2019	None	Germany	Department of Bioresources, Fraunhofer Institute for Molecular Biology and Applied Ecology, Giessen, Germany
RISB1340	Symbiont	Hemiptera	Aphididae	Aphidinae	Myzus persicae	Pseudomonadota	Enterobacterales	Candidatus Regiella	Genus	Candidatus Regiella	Candidatus Regiella insecticola 5.15	Bacteria	Intracellular	None	Candidatus Regiella insecticola 5.15 provides strong protection against parasitoid wasps with limited or non-significant negative effects on host survival and lifetime reproduction.	natural enemy resistance	None	None	Estimating costs of aphid resistance to parasitoids conferred by a protective strain of the bacterial endosymbiont Regiella insecticola	10.1111/eea.12749	ENTOMOLOGIA EXPERIMENTALIS ET APPLICATA	2019	None	Australia	 Bacchus Marsh, Australia
RISB1341	Symbiont	Hemiptera	Aphididae	Aphidinae	Acyrthosiphon pisum	Pseudomonadota	Enterobacterales	Candidatus Regiella	Genus	Candidatus Regiella	Candidatus Regiella insecticola 5.15	Bacteria	Intracellular	None	Candidatus Regiella insecticola 5.15 provides strong protection against parasitoid wasps with limited or non-significant negative effects on host survival and lifetime reproduction.	natural enemy resistance	None	None	Estimating costs of aphid resistance to parasitoids conferred by a protective strain of the bacterial endosymbiont Regiella insecticola	10.1111/eea.12749	ENTOMOLOGIA EXPERIMENTALIS ET APPLICATA	2019	None	Australia	 Bacchus Marsh, Australia
RISB1342	Symbiont	Hemiptera	Aphididae	Aphidinae	Aphis fabae	Pseudomonadota	Enterobacterales	Candidatus Regiella	Genus	Candidatus Regiella	Candidatus Regiella insecticola 5.15	Bacteria	Intracellular	None	Candidatus Regiella insecticola 5.15 provides strong protection against parasitoid wasps with limited or non-significant negative effects on host survival and lifetime reproduction.	natural enemy resistance	None	None	Estimating costs of aphid resistance to parasitoids conferred by a protective strain of the bacterial endosymbiont Regiella insecticola	10.1111/eea.12749	ENTOMOLOGIA EXPERIMENTALIS ET APPLICATA	2019	None	Australia	 Bacchus Marsh, Australia
RISB1343	Amplicon	Lepidoptera	Pyralidae	Phycitinae	Plodia interpunctella	None	None	None	None	None	bacteria	Bacteria	Extracellular	None	None	None	ERX2081157-ERX2081170	None	Evidence for a conserved microbiota across the different developmental stages of Plodia interpunctella	10.1111/1744-7917.12551	INSECT SCIENCE	2019	None	Italy	the insectary at DEFENS (Department of Food, Environmental and Nutritional Sciences—Università degli Studi di Milano)
RISB1344	Symbiont	Coleoptera	Curculionidae	Scolytinae	Dendroctonus rufipennis	Ascomycota	Ophiostomatales	Leptographium	Genus	Leptographium	Leptographium abietinum	Fungi	Extracellular	None	Leptographium abietinum inoculation significantly reduces concentrations of the tree defensive compound, (+)-3-carene, in growth media.	detoxification enzymes	None	None	Evidence for multiple ecological roles of Leptographium abietinum, a symbiotic fungus associated with the North American spruce beetle	10.1016/j.funeco.2018.04.008	FUNGAL ECOLOGY	2019	None	USA	colonized Engelmann spruce (Picea engelmannii) at actively infested sites in Colorado
RISB1345	Symbiont	Coleoptera	Curculionidae	Scolytinae	Dendroctonus rufipennis	Ascomycota	Ophiostomatales	Leptographium	Genus	Leptographium	Leptographium abietinum	Fungi	Extracellular	None	Leptographium abietinum inoculation significantly reduces concentrations of the tree defensive compound, (+)-4-carene, in growth media.	detoxification enzymes	None	None	Evidence for multiple ecological roles of Leptographium abietinum, a symbiotic fungus associated with the North American spruce beetle	10.1016/j.funeco.2018.04.008	FUNGAL ECOLOGY	2019	None	USA	colonized Engelmann spruce (Picea engelmannii) at actively infested sites in Colorado
RISB1346	Symbiont	Diptera	Drosophilidae	Drosophilinae	Drosophila melanogaster	Mycoplasmatota	Entomoplasmatales	Spiroplasma	Genus	Spiroplasma	Spiroplasma poulsonii	Bacteria	Intracellular	Vertical	Spiroplasma poulsonii protects its host against parasitoid wasps and nematodes through the action of toxins from the Ribosome Inactivating Proteins family.	natural enemy resistance,toxin production	None	None	Functional analysis of RIP toxins from the Drosophila endosymbiont Spiroplasma poulsonii	10.1186/s12866-019-1410-1	BMC MICROBIOLOGY	2019	None	Switzerland	Global Health Institute, School of Life Science, École Polytechnique Fédérale de Lausanne (EPFL), Lausanne, Switzerland
RISB1347	Symbiont	Coleoptera	Curculionidae	Scolytinae	Ips typographus	Ascomycota	Ophiostomatales	Grosmannia	Genus	Grosmannia	Grosmannia penicillata	Fungi	Extracellular	None	Grosmannia penicillata possesses the ability to degrade conifer phenolics.	detoxification enzymes	None	None	Fungal associates of the tree-killing bark beetle, Ips typographus, vary in virulence, ability to degrade conifer phenolics and influence bark beetle tunneling behavior	10.1016/j.funeco.2018.06.003	Fungal Ecology	2019	None	SE Norway	the Hogsmark Experimental Farm in Ås, SE Norway
RISB1348	Symbiont	Coleoptera	Curculionidae	Scolytinae	Ips typographus	Ascomycota	Ophiostomatales	Grosmannia	Genus	Grosmannia	Grosmannia europhioides	Fungi	Extracellular	None	Grosmannia europhioides possesses the ability to degrade conifer phenolics.	detoxification enzymes	None	None	Fungal associates of the tree-killing bark beetle, Ips typographus, vary in virulence, ability to degrade conifer phenolics and influence bark beetle tunneling behavior	10.1016/j.funeco.2018.06.003	Fungal Ecology	2019	None	SE Norway	the Hogsmark Experimental Farm in Ås, SE Norway
RISB1349	Symbiont	Hymenoptera	Formicidae	Formicinae	Paratrechina longicornis	Pseudomonadota	Rickettsiales	Wolbachia	Genus	Wolbachia	Wolbachia	Bacteria	Intracellular	None	None	None	None	None	Genetic Diversity and Wolbachia Infection Patterns in a Globally Distributed Invasive Ant	10.3389/fgene.2019.00838	FRONTIERS IN GENETICS	2019	None	Japan, China, Malaysia, Thailand, Philippines	Japan，Taiwan in China，Malaysia，Thailand，Philippines
RISB1350	Symbiont	Entomobryomorpha	Isotomidae	Proisotominae	Folsomia candida	Bacillota	Bacillales	Bacillus	Genus	Bacillus	Bacillus toyonensis VU-DES13	Bacteria	Extracellular	None	Bacillus toyonensis VU-DES13 is highly resistant to penicillin and inhibits the growth of a variety of pathogenic microorganisms.	antimicrobial activity	GCA_002071845.1	GISB0241	Genome annotation and antimicrobial properties of Bacillus toyonensis VU-DES13, isolated from the Folsomia candida gut	10.1111/eea.12763	ENTOMOLOGIA EXPERIMENTALIS ET APPLICATA	2019	None	Germany , Australia	Dr. Oetker, Bielefeld, Germany
RISB1351	Symbiont	Hemiptera	Aphididae	Aphidinae	Acyrthosiphon pisum	Pseudomonadota	Enterobacterales	Serratia	Genus	Serratia	Candidatus Serratia symbiotica Strain IS	Bacteria	Extracellular	Horizontal	None	None	AP019531,AP019532	GISB0007,GISB0008	Genome Sequence of “Candidatus Serratia symbiotica” Strain IS, a Facultative Bacterial Symbiont of the Pea Aphid Acyrthosiphon pisum	10.1128/mra.00272-19	Microbiology Resource Announcements	2019	None	Japan	Department of Biological Sciences, Graduate School of Science, University of Tokyo, Tokyo, Japan
RISB1352	Symbiont	Hymenoptera	Pteromalidae	Pteromalinae	Nasonia vitripennis	Pseudomonadota	Enterobacterales	Providencia	Genus	Providencia	Providencia rettgeri NVITNone3	Bacteria	Extracellular	Horizontal	None	None	GCA_003426175.1	GISB0275	Genome Sequence of Providencia rettgeri NVIT03, Isolated from Nasonia vitripennis	10.1128/mra.01157-18	MICROBIOLOGY RESOURCE ANNOUNCEMENTS	2019	None	None	None
RISB1353	Symbiont	Hymenoptera	Cephidae	None	Cephus cinctus	Mycoplasmatota	Entomoplasmatales	Spiroplasma	Genus	Spiroplasma	Spiroplasma sp. WSS	Bacteria	Intracellular	None	Spiroplasma sp. WSS encodes biosynthetic pathways for essential B vitamins (B2, B3, and B9) and carries putative virulence genes, including cardiolipin and chitinase.	B vitamin supplementation,toxin production	GCA_005795965.1	GISB0291	Genome-resolved insights into a novel Spiroplasma symbiont of the Wheat Stem Sawfly (Cephus cinctus)	10.7717/peerj.7548	PEERJ	2019	None	Malta	 highland grasses (Flesher pass, Lincoln, MT; n = 10) and lowland wheat crops (Three Forks, MT; n = 10)
RISB1354	Symbiont	Diptera	Drosophilidae	Drosophilinae	Drosophila melanogaster	Pseudomonadota	Rickettsiales	Wolbachia	Genus	Wolbachia	Wolbachia pipientis	Bacteria	Intracellular	None	Wolbachia pipientis influences octopamine metabolism in Drosophila females, which is dependent on the symbiont genotype.	other	None	None	Genotype of Wolbachia pipientis Endosymbiont Affects Octopamine Metabolism in Drosophila melanogaster Females	10.1134/S1022795419050028	RUSSIAN JOURNAL OF GENETICS	2019	None	Portugal	Instituto Gulbenkian de Ciência, Lisbon, Portugal
RISB1355	Amplicon	Coleoptera	Chrysomelidae	Bruchinae	Callosobruchus maculatus	None	None	None	None	None	gut bacteria	Bacteria	Extracellular	Horizontal	Gut bacteria (These bacterial phyla) may allow adult C. maculatus to survive on DDVP-treated grains, thereby hindering the control of beetle populations in the field.	pesticide metabolization	SRX5645977-SRX5645985	None	Gut bacteria of the cowpea beetle mediate its resistance to dichlorvos and susceptibility to Lippia adoensis essential oil	10.1038/s41598-019-42843-1	SCIENTIFIC REPORTS	2019	None	Northern Cameroon	Lara locality in Northern Cameroon (latitude 10°10′00.0″N and longitude 14°31′00.0″E)
RISB1356	Symbiont	Coleoptera	Chrysomelidae	Bruchinae	Callosobruchus maculatus	Pseudomonadota	Moraxellales	Acinetobacter	Genus	Acinetobacter	Acinetobacter	Bacteria	Extracellular	Horizontal	Acinetobacter may allow adult C. maculatus to survive on DDVP-treated grains, thereby hindering the control of beetle populations in the field.	pesticide metabolization	PRJNA530839	None	Gut bacteria of the cowpea beetle mediate its resistance to dichlorvos and susceptibility to Lippia adoensis essential oil	10.1038/s41598-019-42843-1	SCIENTIFIC REPORTS	2019	None	Northern Cameroon	Lara locality in Northern Cameroon (latitude 10°10′00.0″N and longitude 14°31′00.0″E)
RISB1357	Symbiont	Coleoptera	Chrysomelidae	Bruchinae	Callosobruchus maculatus	Pseudomonadota	Enterobacterales	Citrobacter	Genus	Citrobacter	Citrobacter	Bacteria	Extracellular	Horizontal	Citrobacter may allow adult C. maculatus to survive on DDVP-treated grains, thereby hindering the control of beetle populations in the field.	pesticide metabolization	PRJNA530840	None	Gut bacteria of the cowpea beetle mediate its resistance to dichlorvos and susceptibility to Lippia adoensis essential oil	10.1038/s41598-019-42843-1	SCIENTIFIC REPORTS	2019	None	Northern Cameroon	Lara locality in Northern Cameroon (latitude 10°10′00.0″N and longitude 14°31′00.0″E)
RISB1358	Symbiont	Coleoptera	Chrysomelidae	Bruchinae	Callosobruchus maculatus	Pseudomonadota	Pseudomonadales	Pseudomonas	Genus	Pseudomonas	Pseudomonas	Bacteria	Extracellular	Horizontal	Pseudomonas may allow adult C. maculatus to survive on DDVP-treated grains, thereby hindering the control of beetle populations in the field.	pesticide metabolization	PRJNA530841	None	Gut bacteria of the cowpea beetle mediate its resistance to dichlorvos and susceptibility to Lippia adoensis essential oil	10.1038/s41598-019-42843-1	SCIENTIFIC REPORTS	2019	None	Northern Cameroon	Lara locality in Northern Cameroon (latitude 10°10′00.0″N and longitude 14°31′00.0″E)
RISB1359	Symbiont	Coleoptera	Curculionidae	Lixinae	Conorhynchus palumbus	Pseudomonadota	Enterobacterales	Citrobacter	Genus	Citrobacter	Citrobacter	Bacteria	None	None	Citrobacter is associated with nitrogen fixation, recycling of uric acid nitrogen, and cellulose degradation in the weevil.	nitrogen fixation,cellulose hydrolysis	KDDD00000000	None	Gut bacteria of weevils developing on plant roots under extreme desert conditions	10.1186/s12866-019-1690-5	BMC MICROBIOLOGY	2019	None	Israel	the Negev Plateau in Israel’s Negev Desert (30°38′49.3″~ 31°18′50.5″N, 34°40′22.2″~ 35°03′00.2″E)
RISB1360	Symbiont	Coleoptera	Curculionidae	Lixinae	Menecleonus virgatus	Pseudomonadota	Enterobacterales	Citrobacter	Genus	Citrobacter	Citrobacter	Bacteria	None	None	Citrobacter is associated with nitrogen fixation, recycling of uric acid nitrogen, and cellulose degradation in the weevil.	nitrogen fixation,cellulose hydrolysis	KDDD00000000	None	Gut bacteria of weevils developing on plant roots under extreme desert conditions	10.1186/s12866-019-1690-5	BMC MICROBIOLOGY	2019	None	Israel	the Negev Plateau in Israel’s Negev Desert (30°38′49.3″~ 31°18′50.5″N, 34°40′22.2″~ 35°03′00.2″E)
RISB1361	Symbiont	Diptera	Drosophilidae	Drosophilinae	Drosophila melanogaster	Pseudomonadota	Rhodospirillales	Acetobacter	Genus	Acetobacter	Acetobacter malorum	Bacteria	Extracellular	Horizontal	Acetobacter malorum results in the development of larger ovaries and increased egg numbers in Drosophila melanogaster.	fertility	None	None	Gut microbiota affects development and olfactory behavior in Drosophila melanogaster	10.1242/jeb.192500	JOURNAL OF EXPERIMENTAL BIOLOGY	2019	None	USA	the  Bloomington  Drosophila  Stock  Center
RISB1362	Symbiont	Diptera	Drosophilidae	Drosophilinae	Drosophila melanogaster	Ascomycota	Saccharomycetales	Saccharomyces	Genus	Saccharomyces	Saccharomyces cerevisiae	Fungi	Extracellular	Horizontal	Saccharomyces cerevisiae results in the development of larger ovaries and increased egg numbers in Drosophila melanogaster.	fertility	None	None	Gut microbiota affects development and olfactory behavior in Drosophila melanogaster	10.1242/jeb.192500	JOURNAL OF EXPERIMENTAL BIOLOGY	2019	None	USA	the  Bloomington  Drosophila  Stock  Center
RISB1363	Symbiont	Hemiptera	Aphididae	Aphidinae	Sitobion avenae	Pseudomonadota	Enterobacterales	Candidatus Regiella	Genus	Candidatus Regiella	Regiella insecticola	Bacteria	Intracellular	None	Regiella insecticola infection in aphids results in increased predation by the ladybird Hippodamia variegata, and does not improve defenses against coccinellid predators or metabolic rates.	natural enemy resistance	None	None	Harbouring the secondary endosymbiont Regiella insecticola increases predation risk and reproduction in the cereal aphid Sitobion avenae	10.1007/s10340-019-01090-z	JOURNAL OF PEST SCIENCE	2019	None	Chile	 wheat fields (south-central Chile, Valdivia)
RISB1364	Symbiont	Hemiptera	Pentatomidae	Pentatominae	Brachynema germari Kolenati	Pseudomonadota	Enterobacterales	Pantoea	Genus	Pantoea	Pantoea sp.	Bacteria	Extracellular	Vertical	Pantoea sp. improves the fitness of Brachynema germari, as symbiont-free insects exhibit retarded growth, lower longevity, and reduced adult body weight.	growth regulation	None	None	Heritable Gammaproteobacterial Symbiont Improves the Fitness of Brachynema germari Kolenati (Hemiptera: Pentatomidae)	10.1093/ee/nvz089	ENVIRONMENTAL ENTOMOLOGY	2019	None	Iran	 pistachio orchards around Rafsanjan, Kerman province, Iran (30°21′N, 56°0′W)
RISB1365	Amplicon	Lepidoptera	Noctuidae	Amphipyrinae	Spodoptera frugiperda	None	None	None	None	None	gut bacteria	Bacteria	Extracellular	None	Gut bacteria (microbiome) includes the suppression and detoxification of plant defenses.	detoxification enzymes	SRX5085608-SRX5085553	None	Host plant and population source drive diversity of microbial gut communities in two polyphagous insects	10.1038/s41598-019-39163-9	SCIENTIFIC REPORTS	2019	None	USA	two sites in Centre County, PA in September 2016: a local farm in State College, PA (HF) and the Pennsylvania State University Russell E. Larson Research Farm (RS)
RISB1366	Amplicon	Lepidoptera	Noctuidae	Heliothinae	Helicoverpa zea	None	None	None	None	None	gut bacteria	Bacteria	Extracellular	None	Gut bacteria (microbiome) includes the suppression and detoxification of plant defenses.	detoxification enzymes	SRX5085553-SRX5085608	None	Host plant and population source drive diversity of microbial gut communities in two polyphagous insects	10.1038/s41598-019-39163-9	SCIENTIFIC REPORTS	2019	None	USA	two sites in Centre County, PA in September 2016: a local farm in State College, PA (HF) and the Pennsylvania State University Russell E. Larson Research Farm (RS)
RISB1367	Amplicon	Coleoptera	Coccinellidae	Epilachninae	Henosepilachna vigintioctopunctata	None	None	None	None	None	gut bacteria	Bacteria	Extracellular	Horizontal	None	None	SRX4997503-SRX4997508	None	Host plants influence the composition of the gut bacteria in Henosepilachna vigintioctopunctata	10.1371/journal.pone.0224213	PLOS ONE	2019	None	China	South China Agricultural University, Guangzhou, Guangdong Province (113°36′N, 23°17′E)
RISB1368	Symbiont	Hemiptera	Alydidae	None	Riptortus pedestris	Pseudomonadota	Burkholderiales	Burkholderia	Genus	Burkholderia	Burkholderia	Bacteria	None	Vertical	Burkholderia recycles host metabolic wastes into essential amino acids and B vitamins within the M4 crypts of the host insect.	amino acid provision,B vitamin supplementation	None	None	Host–symbiont specificity determined by microbe–microbe competition in an insect gut	10.1073/pnas.1912397116	Proceedings of the National Academy of Sciences of the United States of America	2019	None	Japan	a soybean field in Tsukuba, Ibaraki, Japan
RISB1369	Symbiont	Hemiptera	Reduviidae	Triatominae	Rhodnius prolixus	Pseudomonadota	Enterobacterales	Serratia	Genus	Serratia	Serratia marcescens	Bacteria	Extracellular	Horizontal	None	None	GCA_004196365.1,GCA_004196355.1	GISB0285,GISB0286	In vitro Trypanocidal Activity, Genomic Analysis of Isolates, and in vivo Transcription of Type VI Secretion System of Serratia marcescens Belonging to the Microbiota of Rhodnius prolixus Digestive Tract	10.3389/fmicb.2018.03205	FRONTIERS IN MICROBIOLOGY	2019	None	Brazil	Laboratório de Bioquímica e Fisiologia de Insetos, Instituto Oswaldo Cruz
RISB1370	Symbiont	Hemiptera	Aphididae	Aphidinae	Sitobion avenae	Pseudomonadota	Enterobacterales	Candidatus Regiella	Genus	Candidatus Regiella	Candidatus Regiella insecticola	Bacteria	Intracellular	Vertical	Candidatus Regiella insecticola infection decreases the intrinsic rate of increase ($\text{r}_\text{m}$) of aphids at $25^{\circ}\text{C}$ and $28^{\circ}\text{C}$; this negative effect is environmentally dependent, with the effect at $31^{\circ}\text{C}$ varying by aphid genotype and density.	growth regulation	JX533649,HM156642	None	Infection pattern and negative effects of a facultative endosymbiont on its insect host are environment-dependent	10.1038/s41598-019-40607-5	SCIENTIFIC REPORTS	2019	None	China	wheat fields in Nanjing, China
RISB1371	Symbiont	Hemiptera	Aphididae	Aphidinae	Aphis gossypii	Pseudomonadota	Enterobacterales	Arsenophonus	Genus	Arsenophonus	Arsenophonus	Bacteria	Intracellular	None	Arsenophonus facultative endosymbiont infections alter the performance of Aphis gossypii on an amino-acid-deficient diet.	amino acid provision	None	None	Infections with Arsenophonus Facultative Endosymbionts Alter Performance of Aphids (Aphis gossypii) on an Amino-Acid-Deficient Diet	10.1128/AEM.01407-19	APPLIED AND ENVIRONMENTAL MICROBIOLOGY	2019	None	China	Nanjing
RISB1372	Symbiont	Lepidoptera	Noctuidae	Amphipyrinae	Spodoptera frugiperda	Pseudomonadota	Enterobacterales	Xenorhabdus	Genus	Xenorhabdus	Xenorhabdus rhabduscin	Bacteria	None	None	Xenorhabdus rhabduscin gene cluster products inhibit Spodoptera frugiperda phenoloxidase activity.	immune priming	None	None	Inhibition of Spodoptera frugiperda phenoloxidase activity by the products of the Xenorhabdus rhabduscin gene cluster	10.1371/journal.pone.0212809	PLOS ONE	2019	None	France	DGIMI insectarium (Montpellier, France)
RISB1373	Symbiont	Hemiptera	Aleyrodidae	Aleyrodinae	Bemisia tabaci	Pseudomonadota	Enterobacterales	Arsenophonus	Genus	Arsenophonus	Arsenophonus	Bacteria	Intracellular	None	None	None	SRP117655	None	Insight into the microbial world of Bemisia tabaci cryptic species complex and its relationships with its host	10.1038/s41598-019-42793-8	SCIENTIFIC REPORTS	2019	None	China, India, Queenland, Uganda, Australia, Spain, Korea	Jiande, Hangzhou, Zhejiang, China；Yuhang, Hangzhou, Zhejiang, China；India；Baise, Guangxi, China；Shaoyang, Hunan, China；Bargara, Queensland；Kununurra, Western Australia；Entebbe, Uganda；LinYi, China；Wenzhou, Zhejiang, China；Ningbo, Zhejiang, China；Spain；Korea
RISB1374	Symbiont	Hemiptera	Aleyrodidae	Aleyrodinae	Bemisia tabaci	Pseudomonadota	Oceanospirillales	Halomonas	Genus	Halomonas	Halomonas	Bacteria	Intracellular	None	None	None	SRP117655	None	Insight into the microbial world of Bemisia tabaci cryptic species complex and its relationships with its host	10.1038/s41598-019-42793-8	SCIENTIFIC REPORTS	2019	None	China, India, Queenland, Uganda, Australia, Spain, Korea	Jiande, Hangzhou, Zhejiang, China；Yuhang, Hangzhou, Zhejiang, China；India；Baise, Guangxi, China；Shaoyang, Hunan, China；Bargara, Queensland；Kununurra, Western Australia；Entebbe, Uganda；LinYi, China；Wenzhou, Zhejiang, China；Ningbo, Zhejiang, China；Spain；Korea
RISB1375	Symbiont	Hemiptera	Aleyrodidae	Aleyrodinae	Bemisia tabaci	Pseudomonadota	Rickettsiales	Rickettsia	Genus	Rickettsia	Rickettsia	Bacteria	Intracellular	None	None	None	SRP117655	None	Insight into the microbial world of Bemisia tabaci cryptic species complex and its relationships with its host	10.1038/s41598-019-42793-8	SCIENTIFIC REPORTS	2019	None	China, India, Queenland, Uganda, Australia, Spain, Korea	Jiande, Hangzhou, Zhejiang, China；Yuhang, Hangzhou, Zhejiang, China；India；Baise, Guangxi, China；Shaoyang, Hunan, China；Bargara, Queensland；Kununurra, Western Australia；Entebbe, Uganda；LinYi, China；Wenzhou, Zhejiang, China；Ningbo, Zhejiang, China；Spain；Korea
RISB1376	Symbiont	Lepidoptera	Pyralidae	Galleriinae	Thitarodes	Ascomycota	Dothideales	Aureobasidium	Genus	Aureobasidium	Aureobasidium	Fungi	None	None	Aureobasidium produces useful enzymes, such as amylases, cellulases, lipases, proteases, xylanases, and mannanases.	cellulose hydrolysis,xylan hydrolysis,carbohydrate metabolism	None	None	Internal and External Microbial Community of the Thitarodes Moth, the Host of Ophiocordyceps sinensis	10.3390/microorganisms7110517	Microorganisms	2019	None	China	Shergyla Mountain, Tibet
RISB1377	Symbiont	Lepidoptera	Pyralidae	Galleriinae	Thitarodes pui	Ascomycota	Dothideales	Aureobasidium	Genus	Aureobasidium	Aureobasidium	Fungi	None	None	Aureobasidium plays important roles in helping the host larva to digest foods, adapt to extreme environments, or resist pathogens.	digestive enzymes	SRR6036442	None	Internal and External Microbial Community of the Thitarodes Moth, the Host of Ophiocordyceps sinensis	10.3390/microorganisms7110517	Microorganisms	2019	None	China	Shergyla Mountain, Tibet
RISB1378	Symbiont	Lepidoptera	Pyralidae	Galleriinae	Thitarodes pui	Bacillota	Lactobacillales	Carnobacterium	Genus	Carnobacterium	Carnobacterium	Bacteria	None	None	Carnobacterium promotes the growth of Thitarodes larvae, elevates bacterial diversity, maintains a better balance of intestinal flora, and acts as a probiotic in the host.	probiotic	SRR6866849	None	Internal and External Microbial Community of the Thitarodes Moth, the Host of Ophiocordyceps sinensis	10.3390/microorganisms7110517	Microorganisms	2019	None	China	Shergyla Mountain, Tibet
RISB1379	Symbiont	Lepidoptera	Pyralidae	Galleriinae	Thitarodes pui	Basidiomycota	Malasseziales	Malassezia	Genus	Malassezia	Malassezia	Fungi	None	None	None	None	SRR6036442	None	Internal and External Microbial Community of the Thitarodes Moth, the Host of Ophiocordyceps sinensis	10.3390/microorganisms7110517	Microorganisms	2019	None	China	Shergyla Mountain, Tibet
RISB1380	Symbiont	Lepidoptera	Pyralidae	Galleriinae	Thitarodes pui	Ascomycota	Pleosporales	Phoma	Genus	Phoma	Phoma	Fungi	None	None	Phoma plays important roles in helping the host larva to digest foods, adapt to extreme environments, or resist pathogens.	digestive enzymes	SRR6036442	None	Internal and External Microbial Community of the Thitarodes Moth, the Host of Ophiocordyceps sinensis	10.3390/microorganisms7110517	Microorganisms	2019	None	China	Shergyla Mountain, Tibet
RISB1381	Symbiont	Lepidoptera	Pyralidae	Galleriinae	Thitarodes pui	Mycoplasmatota	Entomoplasmatales	Spiroplasma	Genus	Spiroplasma	Spiroplasma	Bacteria	None	None	Spiroplasma plays important roles in helping the host larva to digest foods, adapt to extreme environments, or resist pathogens.	digestive enzymes	SRR6866849	None	Internal and External Microbial Community of the Thitarodes Moth, the Host of Ophiocordyceps sinensis	10.3390/microorganisms7110517	Microorganisms	2019	None	China	Shergyla Mountain, Tibet
RISB1382	Symbiont	Lepidoptera	Pyralidae	Galleriinae	Thitarodes pui	Pseudomonadota	Rickettsiales	Wolbachia	Genus	Wolbachia	Wolbachia	Bacteria	Intracellular	Vertical	Wolbachia plays important roles in helping the host larva to digest foods, adapt to extreme environments, or resist pathogens.	digestive enzymes	SRR6866849	None	Internal and External Microbial Community of the Thitarodes Moth, the Host of Ophiocordyceps sinensis	10.3390/microorganisms7110517	Microorganisms	2019	None	China	Shergyla Mountain, Tibet
RISB1383	Amplicon	Coleoptera	Curculionidae	Dryophthorinae	Rhynchophorus ferrugineus	None	None	None	None	None	gut bacteria	Bacteria	Extracellular	None	Intestinal Microbiota confer protection by priming the immune system of the host Rhynchophorus ferrugineus against pathogenic bacteria.	immune priming	SRR9637668-SRR9637673	None	Intestinal Microbiota Confer Protection by Priming the Immune System of Red Palm Weevil Rhynchophorus ferrugineus Olivier (Coleoptera: Dryophthoridae)	10.3389/fphys.2019.01303	FRONTIERS IN PHYSIOLOGY	2019	None	China	State Key Laboratory of Ecological Pest Control for Fujian and Taiwan Crops, Fujian Agriculture and Forestry University, Fuzhou, China
RISB1384	Amplicon	Coleoptera	Curculionidae	Dryophthorinae	Rhynchophorus ferrugineus	None	None	None	None	None	gut bacteria	Bacteria	Extracellular	None	Intestinal Microbiota confer protection by priming the immune system of the host Rhynchophorus ferrugineus.	immune priming	SRR9637668-SRR9637673	None	Intestinal Microbiota Confer Protection by Priming the Immune System of Red Palm Weevil Rhynchophorus ferrugineus Olivier (Coleoptera: Dryophthoridae)	10.3389/fphys.2019.01303	FRONTIERS IN PHYSIOLOGY	2019	None	China	State Key Laboratory of Ecological Pest Control for Fujian and Taiwan Crops, Fujian Agriculture and Forestry University, Fuzhou, China
RISB1385	Symbiont	Hemiptera	Dactylopiidae	None	Dactylopius coccus	Pseudomonadota	Rhodocyclales	Candidatus Dactylopiibacterium	Genus	Candidatus Dactylopiibacterium	Candidatus Dactylopiibacterium carminicum	Bacteria	Extracellular	None	Candidatus Dactylopiibacterium carminicum may catabolize plant polysaccharides, and is active in carbon and nitrogen provisioning through its degradative activity and by fixing nitrogen, potentially delivering essential amino acids and riboflavin to the host.	nitrogen fixation,amino acid provision,carbohydrate metabolism	None	None	Metatranscriptomic Analysis of the Bacterial Symbiont Dactylopiibacterium carminicum from the Carmine Cochineal Dactylopius coccus (Hemiptera: Coccoidea: Dactylopiidae)	10.3390/life9010004	LIFE-BASEL	2019	None	Mexico	Center for Genomic Sciences, Universidad Nacional Autónoma de México, UNAM, Cuernavaca, Morelos C.P. 62210, Mexico
RISB1386	Symbiont	Hemiptera	Pentatomidae	Pentatominae	Plautia stali	Pseudomonadota	Enterobacterales	Pantoea	Genus	Pantoea	Pantoea	Bacteria	Extracellular	Vertical	Pantoea affects oviposition behavior, morphogenesis, and development in Plautia stali.	developmental modulation,fertility	None	None	Morphogenesis and development of midgut symbiotic organ of the stinkbug Plautia stali (Hemiptera: Pentatomidae)	10.1186/s40851-019-0134-2	ZOOLOGICAL LETTERS	2019	None	Japan	Tsukuba, Ibaraki, Japan
